,index,Month,Feel,Real,Humidity,Rain,Cloud,Air_quality,City
5882,2,mar,cool,cool,nice,rainy,cloudy,clean,muncie
5883,3,apr,cool,cool,nice,rainy,pockets,clean,muncie
5884,4,may,cool,cool,nice,rainy,cloudy,clean,muncie
5885,5,jun,warm,warm,sweaty,rainy,pockets,clean,muncie
5886,6,jul,warm,warm,nice,rainy,pockets,clean,muncie
5887,7,aug,hot,warm,sweaty,rainy,pockets,clean,muncie
5888,8,sep,mild,mild,nice,rainy,pockets,clean,muncie
5889,9,oct,mild,mild,nice,rainy,cloudy,clean,muncie
5890,10,nov,cold,cold,nice,dry,pockets,clean,muncie
5891,11,dec,cold,cold,damp,rainy,cloudy,clean,muncie
5892,0,jan,hot,warm,sweaty,rainy,cloudy,avoid sun,belo-horizonte
5893,1,feb,warm,warm,nice,rainy,cloudy,avoid sun,belo-horizonte
5894,2,mar,warm,warm,sweaty,rainy,cloudy,avoid sun,belo-horizonte
5895,3,apr,warm,warm,nice,rainy,pockets,avoid sun,belo-horizonte
5896,4,may,warm,warm,nice,dry,cloudy,avoid sun,belo-horizonte
5897,5,jun,warm,warm,nice,dry,pockets,avoid sun,belo-horizonte
5898,6,jul,mild,mild,nice,dry,pockets,avoid sun,belo-horizonte
5899,7,aug,warm,warm,nice,dry,pockets,avoid sun,belo-horizonte
5900,8,sep,hot,very warm,nice,dry,pockets,avoid sun,belo-horizonte
5901,9,oct,warm,warm,nice,rainy,cloudy,avoid sun,belo-horizonte
5902,10,nov,warm,warm,nice,rainy,cloudy,avoid sun,belo-horizonte
5903,11,dec,warm,warm,nice,rainy,cloudy,avoid sun,belo-horizonte
5904,0,jan,cold,cold,nice,rainy,pockets,clean,greenville
5905,1,feb,cold,cold,damp,rainy,cloudy,clean,greenville
5906,2,mar,cool,cool,nice,rainy,cloudy,clean,greenville
5907,3,apr,mild,mild,nice,rainy,pockets,clean,greenville
5908,4,may,warm,warm,nice,rainy,pockets,clean,greenville
5909,5,jun,hot,very warm,sweaty,rainy,cloudy,clean,greenville
5910,6,jul,hot,very warm,sweaty,rainy,pockets,clean,greenville
5911,7,aug,hot,hot,sweaty,rainy,pockets,clean,greenville
5912,8,sep,warm,warm,sweaty,rainy,pockets,clean,greenville
5913,9,oct,mild,mild,nice,rainy,pockets,clean,greenville
5914,10,nov,cool,cool,nice,dry,pockets,clean,greenville
5915,11,dec,cool,cool,damp,rainy,pockets,clean,greenville
5916,0,jan,hot,warm,sweaty,rainy,cloudy,avoid sun,bocas-del-toro
5917,1,feb,hot,very warm,sweaty,rainy,cloudy,avoid sun,bocas-del-toro
5918,2,mar,hot,warm,sweaty,rainy,pockets,avoid sun,bocas-del-toro
5919,3,apr,hot,very warm,sweaty,rainy,cloudy,avoid sun,bocas-del-toro
5920,4,may,hot,very warm,sweaty,rainy,cloudy,avoid sun,bocas-del-toro
5921,5,jun,hot,very warm,sweaty,rainy,cloudy,avoid sun,bocas-del-toro
5922,6,jul,hot,very warm,sweaty,rainy,cloudy,avoid sun,bocas-del-toro
5923,7,aug,hot,very warm,sweaty,rainy,cloudy,avoid sun,bocas-del-toro
5924,8,sep,hot,very warm,sweaty,rainy,cloudy,avoid sun,bocas-del-toro
5925,9,oct,hot,very warm,sweaty,rainy,cloudy,avoid sun,bocas-del-toro
5926,10,nov,hot,very warm,sweaty,rainy,cloudy,avoid sun,bocas-del-toro
5927,11,dec,hot,very warm,sweaty,rainy,cloudy,avoid sun,bocas-del-toro
5928,0,jan,mild,mild,nice,rainy,cloudy,bad,hue
5929,1,feb,warm,warm,nice,dry,pockets,clean,hue
5930,2,mar,hot,warm,sweaty,rainy,pockets,clean,hue
5931,3,apr,hot,very warm,sweaty,dry,cloudy,clean,hue
5932,4,may,scorching,hot,sweaty,rainy,cloudy,clean,hue
5933,5,jun,scorching,hot,nice,rainy,cloudy,clean,hue
5934,6,jul,hot,hot,nice,rainy,cloudy,clean,hue
5935,7,aug,scorching,hot,nice,rainy,cloudy,bad,hue
5936,8,sep,hot,very warm,sweaty,rainy,cloudy,clean,hue
5937,9,oct,hot,warm,sweaty,rainy,overcast,clean,hue
5938,10,nov,warm,warm,nice,rainy,overcast,okay,hue
5939,11,dec,mild,mild,nice,rainy,overcast,okay,hue
5940,0,jan,cold,very cold,damp,rainy,cloudy,clean,norwich
5941,1,feb,cold,cold,damp,rainy,cloudy,okay,norwich
5942,2,mar,cold,cold,damp,dry,cloudy,okay,norwich
5943,3,apr,cold,cold,damp,dry,pockets,okay,norwich
5944,4,may,cool,cool,damp,rainy,cloudy,okay,norwich
5945,5,jun,mild,mild,nice,rainy,cloudy,clean,norwich
5946,6,jul,mild,mild,nice,rainy,cloudy,okay,norwich
5947,7,aug,mild,mild,nice,dry,cloudy,clean,norwich
5948,8,sep,mild,mild,nice,dry,cloudy,clean,norwich
5949,9,oct,cool,cool,damp,rainy,cloudy,clean,norwich
5950,10,nov,cold,cold,damp,dry,cloudy,clean,norwich
5951,11,dec,cold,cold,damp,rainy,cloudy,clean,norwich
5952,0,jan,mild,mild,nice,dry,pockets,bad,jiangmen
5953,1,feb,mild,mild,nice,rainy,pockets,bad,jiangmen
5954,2,mar,warm,warm,nice,dry,cloudy,bad,jiangmen
5955,3,apr,warm,warm,nice,rainy,cloudy,okay,jiangmen
5956,4,may,scorching,hot,sweaty,rainy,cloudy,okay,jiangmen
5957,5,jun,hot,very warm,sweaty,rainy,overcast,okay,jiangmen
5958,6,jul,scorching,hot,sweaty,rainy,cloudy,okay,jiangmen
5959,7,aug,scorching,very warm,sweaty,rainy,overcast,okay,jiangmen
5960,8,sep,scorching,hot,sweaty,rainy,cloudy,okay,jiangmen
5961,9,oct,warm,warm,nice,rainy,cloudy,bad,jiangmen
5962,10,nov,mild,mild,nice,dry,cloudy,bad,jiangmen
5963,11,dec,mild,mild,nice,rainy,cloudy,bad,jiangmen
5964,0,jan,cold,very cold,damp,dry,cloudy,clean,kennewick
5965,1,feb,cold,cold,nice,dry,cloudy,clean,kennewick
5966,2,mar,cool,cool,nice,dry,pockets,clean,kennewick
5967,3,apr,cool,cool,nice,dry,pockets,clean,kennewick
5968,4,may,mild,mild,nice,dry,pockets,clean,kennewick
5969,5,jun,warm,hot,nice,dry,pockets,clean,kennewick
5970,6,jul,hot,hot,nice,dry,clear,clean,kennewick
5971,7,aug,warm,very warm,nice,dry,pockets,clean,kennewick
5972,8,sep,warm,warm,nice,dry,pockets,clean,kennewick
5973,9,oct,cool,cool,nice,dry,pockets,clean,kennewick
5974,10,nov,cool,cool,nice,dry,cloudy,clean,kennewick
5975,11,dec,cold,very cold,nice,dry,cloudy,clean,kennewick
5976,0,jan,hot,very warm,sweaty,dry,cloudy,avoid sun,mui-ne
5977,1,feb,hot,very warm,sweaty,dry,pockets,avoid sun,mui-ne
5978,2,mar,hot,very warm,sweaty,dry,pockets,avoid sun,mui-ne
5979,3,apr,hot,very warm,sweaty,rainy,cloudy,avoid sun,mui-ne
5980,4,may,scorching,hot,sweaty,rainy,cloudy,avoid sun,mui-ne
5981,5,jun,scorching,hot,sweaty,rainy,cloudy,avoid sun,mui-ne
5982,6,jul,hot,very warm,sweaty,rainy,cloudy,avoid sun,mui-ne
5983,7,aug,hot,very warm,sweaty,rainy,cloudy,avoid sun,mui-ne
5984,8,sep,hot,very warm,sweaty,rainy,overcast,avoid sun,mui-ne
5985,9,oct,hot,very warm,sweaty,rainy,overcast,avoid sun,mui-ne
5986,10,nov,hot,very warm,sweaty,rainy,overcast,avoid sun,mui-ne
5987,11,dec,hot,very warm,sweaty,dry,cloudy,avoid sun,mui-ne
5988,0,jan,cool,cool,nice,rainy,pockets,clean,bedford
5989,1,feb,cool,cool,nice,dry,cloudy,clean,bedford
5990,2,mar,mild,mild,nice,rainy,pockets,clean,bedford
5991,3,apr,warm,warm,nice,rainy,cloudy,clean,bedford
5992,4,may,warm,warm,sweaty,rainy,cloudy,clean,bedford
5993,5,jun,scorching,hot,sweaty,rainy,pockets,clean,bedford
5994,6,jul,scorching,hot,nice,rainy,pockets,clean,bedford
5995,7,aug,scorching,hot,nice,rainy,pockets,clean,bedford
5996,8,sep,hot,hot,nice,dry,pockets,clean,bedford
5997,9,oct,warm,very warm,nice,rainy,pockets,clean,bedford
5998,10,nov,mild,mild,nice,dry,pockets,clean,bedford
5999,11,dec,cool,cool,nice,dry,pockets,clean,bedford
6000,0,jan,mild,mild,nice,dry,cloudy,clean,harlingen
6001,1,feb,mild,mild,nice,dry,cloudy,clean,harlingen
6002,2,mar,warm,warm,nice,dry,cloudy,clean,harlingen
6003,3,apr,hot,very warm,sweaty,dry,cloudy,clean,harlingen
6004,4,may,hot,very warm,sweaty,rainy,cloudy,clean,harlingen
6005,5,jun,scorching,hot,sweaty,rainy,pockets,clean,harlingen
6006,6,jul,scorching,hot,sweaty,rainy,pockets,clean,harlingen
6007,7,aug,scorching,hot,sweaty,dry,pockets,clean,harlingen
6008,8,sep,scorching,hot,sweaty,rainy,pockets,clean,harlingen
6009,9,oct,hot,very warm,sweaty,rainy,pockets,clean,harlingen
6010,10,nov,warm,warm,nice,rainy,pockets,clean,harlingen
6011,11,dec,hot,warm,sweaty,dry,cloudy,clean,harlingen
6012,0,jan,mild,mild,nice,dry,pockets,bad,manama
6013,1,feb,mild,mild,nice,dry,pockets,bad,manama
6014,2,mar,mild,mild,nice,dry,pockets,bad,manama
6015,3,apr,warm,very warm,nice,dry,pockets,bad,manama
6016,4,may,hot,hot,nice,dry,clear,bad,manama
6017,5,jun,scorching,hot,nice,dry,clear,bad,manama
6018,6,jul,scorching,hot,nice,dry,pockets,bad,manama
6019,7,aug,scorching,hot,nice,dry,clear,bad,manama
6020,8,sep,scorching,hot,nice,dry,clear,bad,manama
6021,9,oct,hot,hot,nice,dry,clear,bad,manama
6022,10,nov,warm,warm,nice,dry,clear,bad,manama
6023,11,dec,mild,mild,nice,dry,cloudy,bad,manama
6024,0,jan,scorching,hot,sweaty,dry,cloudy,avoid sun,benin-city
6025,1,feb,freezing,freezing,too dry,dry,clear,safe,benin-city
6026,2,mar,scorching,hot,sweaty,rainy,cloudy,avoid sun,benin-city
6027,3,apr,freezing,freezing,too dry,dry,clear,safe,benin-city
6028,4,may,hot,very warm,sweaty,rainy,overcast,avoid sun,benin-city
6029,5,jun,freezing,freezing,too dry,dry,clear,safe,benin-city
6030,6,jul,hot,very warm,sweaty,rainy,overcast,avoid sun,benin-city
6031,7,aug,hot,warm,sweaty,rainy,overcast,avoid sun,benin-city
6032,8,sep,freezing,freezing,too dry,dry,clear,safe,benin-city
6033,9,oct,hot,very warm,sweaty,rainy,cloudy,avoid sun,benin-city
6034,10,nov,freezing,freezing,too dry,dry,clear,safe,benin-city
6035,11,dec,hot,hot,nice,dry,cloudy,avoid sun,benin-city
6036,0,jan,freezing,freezing,damp,rainy,overcast,bad,turku
6037,1,feb,freezing,freezing,damp,dry,cloudy,okay,turku
6038,2,mar,freezing,very cold,damp,dry,cloudy,clean,turku
6039,3,apr,cold,very cold,damp,dry,cloudy,clean,turku
6040,4,may,cool,cool,damp,rainy,cloudy,okay,turku
6041,5,jun,mild,mild,nice,dry,cloudy,okay,turku
6042,6,jul,warm,warm,nice,dry,pockets,okay,turku
6043,7,aug,mild,mild,nice,rainy,cloudy,okay,turku
6044,8,sep,cool,cool,damp,dry,cloudy,okay,turku
6045,9,oct,cold,cold,damp,rainy,cloudy,okay,turku
6046,10,nov,cold,very cold,damp,dry,cloudy,okay,turku
6047,11,dec,freezing,freezing,damp,dry,cloudy,okay,turku
6048,0,jan,cold,very cold,damp,rainy,cloudy,clean,northampton
6049,1,feb,cold,cold,damp,rainy,cloudy,clean,northampton
6050,2,mar,cold,cold,damp,dry,cloudy,clean,northampton
6051,3,apr,cold,cold,nice,dry,cloudy,clean,northampton
6052,4,may,cool,cool,damp,rainy,cloudy,clean,northampton
6053,5,jun,mild,mild,nice,rainy,cloudy,clean,northampton
6054,6,jul,mild,mild,nice,rainy,cloudy,clean,northampton
6055,7,aug,mild,mild,nice,dry,cloudy,clean,northampton
6056,8,sep,mild,mild,nice,dry,cloudy,clean,northampton
6057,9,oct,cool,cool,damp,rainy,cloudy,clean,northampton
6058,10,nov,cold,cold,damp,dry,cloudy,clean,northampton
6059,11,dec,cold,cold,damp,rainy,cloudy,clean,northampton
6060,0,jan,freezing,freezing,damp,dry,cloudy,safe,grand-forks
6061,1,feb,freezing,freezing,damp,dry,cloudy,safe,grand-forks
6062,2,mar,cold,very cold,nice,dry,pockets,seek shade,grand-forks
6063,3,apr,cold,cool,nice,dry,cloudy,seek shade,grand-forks
6064,4,may,cool,cool,nice,dry,pockets,avoid sun,grand-forks
6065,5,jun,warm,warm,nice,rainy,pockets,avoid sun,grand-forks
6066,6,jul,warm,very warm,nice,dry,pockets,avoid sun,grand-forks
6067,7,aug,warm,warm,nice,rainy,pockets,avoid sun,grand-forks
6068,8,sep,mild,mild,nice,dry,pockets,seek shade,grand-forks
6069,9,oct,cool,cool,damp,rainy,pockets,safe,grand-forks
6070,10,nov,freezing,very cold,damp,dry,pockets,safe,grand-forks
6071,11,dec,freezing,freezing,damp,dry,cloudy,safe,grand-forks
6072,0,jan,warm,warm,nice,rainy,cloudy,avoid sun,antananarivo
6073,1,feb,warm,warm,nice,rainy,cloudy,avoid sun,antananarivo
6074,2,mar,warm,warm,nice,rainy,cloudy,avoid sun,antananarivo
6075,3,apr,mild,mild,nice,dry,cloudy,avoid sun,antananarivo
6076,4,may,mild,mild,nice,dry,pockets,avoid sun,antananarivo
6077,5,jun,mild,mild,nice,dry,pockets,avoid sun,antananarivo
6078,6,jul,mild,mild,nice,dry,pockets,avoid sun,antananarivo
6079,7,aug,mild,mild,nice,dry,pockets,avoid sun,antananarivo
6080,8,sep,mild,mild,nice,dry,pockets,avoid sun,antananarivo
6081,9,oct,warm,warm,nice,dry,pockets,avoid sun,antananarivo
6082,10,nov,warm,warm,nice,rainy,cloudy,avoid sun,antananarivo
6083,11,dec,warm,warm,nice,rainy,cloudy,avoid sun,antananarivo
6084,0,jan,freezing,very cold,damp,rainy,cloudy,clean,bloomington
6085,1,feb,freezing,freezing,nice,rainy,cloudy,clean,bloomington
6086,2,mar,cool,cool,nice,rainy,cloudy,clean,bloomington
6087,3,apr,cool,cool,nice,rainy,pockets,clean,bloomington
6088,4,may,mild,mild,nice,rainy,cloudy,clean,bloomington
6089,5,jun,warm,warm,sweaty,rainy,pockets,clean,bloomington
6090,6,jul,hot,warm,sweaty,rainy,pockets,clean,bloomington
6091,7,aug,hot,very warm,sweaty,rainy,pockets,clean,bloomington
6092,8,sep,warm,warm,nice,rainy,pockets,clean,bloomington
6093,9,oct,mild,mild,nice,rainy,cloudy,clean,bloomington
6094,10,nov,cold,cold,nice,dry,pockets,clean,bloomington
6095,11,dec,cold,cold,damp,rainy,cloudy,clean,bloomington
6096,0,jan,warm,very warm,nice,dry,pockets,bad,vasai
6097,1,feb,hot,very warm,nice,dry,pockets,badokay,vasai
6098,2,mar,hot,hot,nice,dry,clear,badokay,vasai
6099,3,apr,hot,hot,nice,dry,pockets,badokay,vasai
6100,4,may,scorching,hot,sweaty,rainy,cloudy,badokay,vasai
6101,5,jun,hot,very warm,sweaty,rainy,cloudy,badokay,vasai
6102,6,jul,hot,very warm,sweaty,rainy,overcast,badokay,vasai
6103,7,aug,hot,very warm,sweaty,rainy,cloudy,badokay,vasai
6104,8,sep,hot,very warm,sweaty,rainy,overcast,badokay,vasai
6105,9,oct,hot,hot,sweaty,rainy,pockets,badokay,vasai
6106,10,nov,hot,hot,nice,dry,cloudy,badokay,vasai
6107,11,dec,warm,very warm,nice,rainy,pockets,bad,vasai
6108,0,jan,freezing,very cold,damp,dry,cloudy,clean,st-joseph
6109,1,feb,freezing,freezing,damp,dry,cloudy,clean,st-joseph
6110,2,mar,cool,cool,nice,rainy,pockets,clean,st-joseph
6111,3,apr,cool,cool,nice,dry,pockets,clean,st-joseph
6112,4,may,mild,mild,nice,rainy,cloudy,clean,st-joseph
6113,5,jun,hot,very warm,nice,rainy,pockets,clean,st-joseph
6114,6,jul,hot,very warm,sweaty,dry,pockets,clean,st-joseph
6115,7,aug,hot,very warm,sweaty,rainy,pockets,clean,st-joseph
6116,8,sep,warm,warm,nice,dry,pockets,clean,st-joseph
6117,9,oct,mild,mild,nice,rainy,cloudy,clean,st-joseph
6118,10,nov,cold,cool,nice,dry,pockets,clean,st-joseph
6119,11,dec,cold,cold,nice,dry,pockets,clean,st-joseph
6120,0,jan,cold,cold,damp,rainy,cloudy,safe,jonesboro
6121,1,feb,cold,very cold,damp,rainy,cloudy,seek shade,jonesboro
6122,2,mar,cool,cool,nice,rainy,cloudy,seek shade,jonesboro
6123,3,apr,cool,cool,nice,rainy,pockets,avoid sun,jonesboro
6124,4,may,mild,mild,nice,rainy,cloudy,avoid sun,jonesboro
6125,5,jun,hot,very warm,sweaty,rainy,pockets,avoid sun,jonesboro
6126,6,jul,hot,very warm,sweaty,rainy,pockets,avoid sun,jonesboro
6127,7,aug,hot,very warm,sweaty,rainy,pockets,avoid sun,jonesboro
6128,8,sep,hot,very warm,sweaty,rainy,pockets,avoid sun,jonesboro
6129,9,oct,warm,warm,nice,rainy,pockets,seek shade,jonesboro
6130,10,nov,cool,cool,nice,dry,pockets,seek shade,jonesboro
6131,11,dec,cool,cool,damp,rainy,cloudy,safe,jonesboro
6132,0,jan,hot,very warm,sweaty,rainy,overcast,avoid sun,gili-air
6133,1,feb,hot,very warm,sweaty,rainy,overcast,avoid sun,gili-air
6134,2,mar,hot,very warm,sweaty,rainy,cloudy,avoid sun,gili-air
6135,3,apr,hot,very warm,sweaty,rainy,cloudy,avoid sun,gili-air
6136,4,may,hot,very warm,sweaty,rainy,cloudy,avoid sun,gili-air
6137,5,jun,hot,very warm,sweaty,rainy,cloudy,avoid sun,gili-air
6138,6,jul,hot,very warm,sweaty,dry,pockets,avoid sun,gili-air
6139,7,aug,hot,very warm,sweaty,dry,pockets,avoid sun,gili-air
6140,8,sep,hot,very warm,sweaty,rainy,cloudy,avoid sun,gili-air
6141,9,oct,hot,very warm,sweaty,rainy,cloudy,avoid sun,gili-air
6142,10,nov,hot,very warm,sweaty,rainy,overcast,avoid sun,gili-air
6143,11,dec,hot,very warm,sweaty,rainy,cloudy,avoid sun,gili-air
6144,0,jan,cool,cool,nice,dry,pockets,clean,apple-valley
6145,1,feb,cool,cool,nice,dry,pockets,clean,apple-valley
6146,2,mar,cool,cool,nice,dry,pockets,clean,apple-valley
6147,3,apr,mild,mild,too dry,dry,pockets,clean,apple-valley
6148,4,may,warm,warm,too dry,dry,clear,clean,apple-valley
6149,5,jun,hot,hot,too dry,dry,pockets,clean,apple-valley
6150,6,jul,hot,hot,too dry,dry,pockets,clean,apple-valley
6151,7,aug,hot,hot,too dry,dry,clear,clean,apple-valley
6152,8,sep,warm,hot,too dry,dry,clear,clean,apple-valley
6153,9,oct,mild,mild,nice,dry,pockets,clean,apple-valley
6154,10,nov,mild,mild,too dry,dry,pockets,clean,apple-valley
6155,11,dec,cool,cool,nice,rainy,pockets,clean,apple-valley
6156,0,jan,mild,mild,nice,dry,pockets,clean,fort-lauderdale
6157,1,feb,warm,warm,nice,rainy,pockets,clean,fort-lauderdale
6158,2,mar,warm,warm,nice,dry,pockets,clean,fort-lauderdale
6159,3,apr,warm,warm,sweaty,rainy,pockets,clean,fort-lauderdale
6160,4,may,hot,very warm,sweaty,rainy,pockets,clean,fort-lauderdale
6161,5,jun,hot,very warm,sweaty,rainy,cloudy,clean,fort-lauderdale
6162,6,jul,hot,very warm,sweaty,rainy,cloudy,clean,fort-lauderdale
6163,7,aug,hot,hot,sweaty,rainy,pockets,clean,fort-lauderdale
6164,8,sep,hot,very warm,sweaty,rainy,cloudy,clean,fort-lauderdale
6165,9,oct,hot,very warm,sweaty,rainy,pockets,clean,fort-lauderdale
6166,10,nov,warm,warm,nice,rainy,cloudy,clean,fort-lauderdale
6167,11,dec,warm,warm,nice,dry,pockets,clean,fort-lauderdale
6168,0,jan,cold,very cold,nice,dry,cloudy,clean,philadelphia
6169,1,feb,freezing,very cold,damp,rainy,cloudy,clean,philadelphia
6170,2,mar,cool,cool,nice,rainy,pockets,clean,philadelphia
6171,3,apr,cool,cool,nice,rainy,cloudy,clean,philadelphia
6172,4,may,mild,mild,nice,rainy,cloudy,clean,philadelphia
6173,5,jun,warm,warm,sweaty,rainy,cloudy,clean,philadelphia
6174,6,jul,hot,very warm,sweaty,rainy,pockets,clean,philadelphia
6175,7,aug,hot,very warm,sweaty,rainy,cloudy,clean,philadelphia
6176,8,sep,warm,warm,nice,rainy,pockets,clean,philadelphia
6177,9,oct,mild,mild,nice,rainy,cloudy,clean,philadelphia
6178,10,nov,cold,cold,nice,dry,pockets,clean,philadelphia
6179,11,dec,cold,cold,nice,dry,cloudy,okay,philadelphia
6180,0,jan,warm,warm,nice,dry,pockets,avoid sun,udon-thani
6181,1,feb,hot,very warm,nice,dry,pockets,avoid sun,udon-thani
6182,2,mar,hot,hot,nice,rainy,pockets,avoid sun,udon-thani
6183,3,apr,hot,hot,nice,rainy,cloudy,avoid sun,udon-thani
6184,4,may,scorching,hot,nice,rainy,cloudy,avoid sun,udon-thani
6185,5,jun,scorching,hot,sweaty,rainy,overcast,avoid sun,udon-thani
6186,6,jul,hot,very warm,sweaty,rainy,overcast,avoid sun,udon-thani
6187,7,aug,scorching,hot,sweaty,rainy,overcast,avoid sun,udon-thani
6188,8,sep,hot,very warm,sweaty,rainy,overcast,avoid sun,udon-thani
6189,9,oct,hot,very warm,sweaty,rainy,cloudy,avoid sun,udon-thani
6190,10,nov,hot,very warm,nice,dry,cloudy,avoid sun,udon-thani
6191,11,dec,warm,warm,nice,dry,pockets,avoid sun,udon-thani
6192,0,jan,cold,very cold,nice,dry,cloudy,clean,reading-pa
6193,1,feb,freezing,freezing,damp,rainy,cloudy,clean,reading-pa
6194,2,mar,cold,cold,nice,rainy,pockets,clean,reading-pa
6195,3,apr,cool,cool,nice,rainy,cloudy,clean,reading-pa
6196,4,may,mild,mild,nice,rainy,cloudy,clean,reading-pa
6197,5,jun,warm,warm,nice,rainy,cloudy,clean,reading-pa
6198,6,jul,hot,very warm,sweaty,rainy,pockets,clean,reading-pa
6199,7,aug,hot,very warm,sweaty,rainy,cloudy,clean,reading-pa
6200,8,sep,warm,warm,nice,rainy,pockets,clean,reading-pa
6201,9,oct,mild,mild,nice,rainy,cloudy,clean,reading-pa
6202,10,nov,cold,cold,nice,dry,pockets,clean,reading-pa
6203,11,dec,cold,cold,nice,dry,cloudy,clean,reading-pa
6204,0,jan,hot,very warm,sweaty,rainy,cloudy,avoid sun,brazzaville
6205,1,feb,hot,very warm,sweaty,rainy,cloudy,avoid sun,brazzaville
6206,2,mar,hot,very warm,sweaty,rainy,cloudy,avoid sun,brazzaville
6207,3,apr,hot,very warm,sweaty,rainy,overcast,avoid sun,brazzaville
6208,4,may,hot,very warm,sweaty,rainy,cloudy,avoid sun,brazzaville
6209,5,jun,hot,hot,sweaty,dry,cloudy,avoid sun,brazzaville
6210,6,jul,hot,very warm,nice,dry,pockets,avoid sun,brazzaville
6211,7,aug,hot,very warm,nice,dry,cloudy,avoid sun,brazzaville
6212,8,sep,hot,hot,nice,rainy,cloudy,avoid sun,brazzaville
6213,9,oct,hot,very warm,sweaty,rainy,overcast,avoid sun,brazzaville
6214,10,nov,hot,very warm,sweaty,rainy,overcast,avoid sun,brazzaville
6215,11,dec,hot,very warm,sweaty,rainy,overcast,avoid sun,brazzaville
6216,0,jan,freezing,very cold,damp,rainy,cloudy,safe,torshavn
6217,1,feb,cold,cold,damp,rainy,cloudy,safe,torshavn
6218,2,mar,cold,very cold,damp,rainy,cloudy,safe,torshavn
6219,3,apr,cold,cold,damp,rainy,cloudy,safe,torshavn
6220,4,may,cold,cold,damp,dry,cloudy,seek shade,torshavn
6221,5,jun,cold,cool,damp,rainy,cloudy,seek shade,torshavn
6222,6,jul,cool,cool,damp,dry,cloudy,seek shade,torshavn
6223,7,aug,cool,cool,damp,dry,cloudy,seek shade,torshavn
6224,8,sep,cool,cool,damp,rainy,cloudy,safe,torshavn
6225,9,oct,cold,cold,damp,rainy,cloudy,safe,torshavn
6226,10,nov,cold,cold,damp,rainy,cloudy,safe,torshavn
6227,11,dec,cold,very cold,damp,rainy,cloudy,safe,torshavn
6228,0,jan,cold,very cold,damp,rainy,cloudy,clean,dublin
6229,1,feb,cold,cold,damp,rainy,cloudy,clean,dublin
6230,2,mar,cold,cool,damp,dry,cloudy,clean,dublin
6231,3,apr,cold,cold,damp,dry,cloudy,okay,dublin
6232,4,may,cool,cool,damp,rainy,cloudy,clean,dublin
6233,5,jun,cool,cool,damp,dry,cloudy,clean,dublin
6234,6,jul,mild,mild,nice,rainy,cloudy,clean,dublin
6235,7,aug,cool,cool,nice,rainy,cloudy,clean,dublin
6236,8,sep,cool,cool,nice,rainy,cloudy,clean,dublin
6237,9,oct,cool,cool,damp,rainy,cloudy,clean,dublin
6238,10,nov,cool,cool,damp,dry,cloudy,clean,dublin
6239,11,dec,cold,cold,damp,rainy,cloudy,clean,dublin
6240,0,jan,hot,very warm,nice,dry,pockets,bad,thane
6241,1,feb,hot,hot,nice,dry,pockets,bad,thane
6242,2,mar,hot,hot,nice,dry,clear,bad,thane
6243,3,apr,scorching,hot,nice,dry,pockets,bad,thane
6244,4,may,scorching,hot,nice,rainy,cloudy,okay,thane
6245,5,jun,hot,very warm,sweaty,rainy,cloudy,clean,thane
6246,6,jul,hot,very warm,sweaty,rainy,overcast,okay,thane
6247,7,aug,hot,very warm,sweaty,rainy,cloudy,okay,thane
6248,8,sep,hot,very warm,sweaty,rainy,overcast,okay,thane
6249,9,oct,hot,hot,sweaty,rainy,pockets,bad,thane
6250,10,nov,hot,hot,nice,dry,cloudy,bad,thane
6251,11,dec,hot,very warm,nice,rainy,pockets,bad,thane
6252,0,jan,cold,cold,damp,rainy,cloudy,clean,springdale
6253,1,feb,cold,very cold,damp,dry,cloudy,clean,springdale
6254,2,mar,cool,cool,nice,rainy,pockets,clean,springdale
6255,3,apr,cool,cool,nice,rainy,pockets,clean,springdale
6256,4,may,mild,mild,nice,rainy,cloudy,clean,springdale
6257,5,jun,hot,very warm,sweaty,rainy,pockets,clean,springdale
6258,6,jul,hot,very warm,sweaty,rainy,pockets,clean,springdale
6259,7,aug,hot,very warm,sweaty,dry,pockets,clean,springdale
6260,8,sep,hot,very warm,nice,dry,pockets,clean,springdale
6261,9,oct,mild,mild,nice,rainy,pockets,clean,springdale
6262,10,nov,cool,cool,damp,dry,pockets,clean,springdale
6263,11,dec,cool,cool,damp,dry,pockets,clean,springdale
6264,0,jan,mild,mild,nice,dry,pockets,bad,moradabad
6265,1,feb,warm,warm,nice,dry,clear,bad,moradabad
6266,2,mar,warm,very warm,nice,dry,clear,bad,moradabad
6267,3,apr,hot,hot,too dry,dry,pockets,bad,moradabad
6268,4,may,hot,hot,nice,rainy,pockets,bad,moradabad
6269,5,jun,scorching,hot,nice,rainy,pockets,bad,moradabad
6270,6,jul,scorching,hot,sweaty,rainy,cloudy,bad,moradabad
6271,7,aug,scorching,hot,sweaty,rainy,cloudy,okay,moradabad
6272,8,sep,hot,very warm,sweaty,rainy,cloudy,okay,moradabad
6273,9,oct,hot,very warm,nice,rainy,pockets,bad,moradabad
6274,10,nov,warm,warm,nice,dry,clear,bad,moradabad
6275,11,dec,mild,mild,nice,dry,pockets,bad,moradabad
6276,0,jan,mild,mild,nice,dry,pockets,bad,guwahati
6277,1,feb,warm,warm,nice,dry,pockets,bad,guwahati
6278,2,mar,hot,very warm,nice,dry,pockets,bad,guwahati
